Contig		Base	i	sumF			sumM			average			median
tig00000002	5000	243	154.707215481887	148.511858718767	1.03474879389261	0.386895009889013
tig00000002	15000	0	0	0	0	NA
tig00000002	25000	0	0	0	0	NA
tig00000002	35000	480	282.318132525369	342.641404173312	0.821548652452208	0.331173572061323
tig00000002	45000	344	251.601452823492	251.610496411483	0.996005535786021	0.449243020877274
tig00000002	55000	756	487.327256624954	477.547006246678	1.01834772815139	0.407847939780169
tig00000002	65000	103	54.4511393212051	71.5199062998405	0.750844038546763	0.312779831213193
tig00000002	75000	149	87.3867711236132	88.0791301169591	0.981001621916111	0.364237555163332
tig00000002	85000	110	67.0123232031127	69.5918361244019	0.949292820277671	0.378146656209479
tig00000002	95000	195	114.637715902518	130.923498139288	0.868971165254287	0.353328388000067
tig00000004	5000	0	0	0	0	NA
tig00000004	15000	2076	994.538190427994	1961.47935938331	0.506776382473912	0.225924472684506
tig00000004	25000	3842	1468.14925534992	3053.45040869219	0.480659057738157	0.208753709198813
tig00000004	35000	1989	672.630749185026	1608.03904837852	0.418032582778433	0.188755733489747
tig00000004	45000	4661	2860.62668088491	5512.50364832535	0.518840081252831	0.270861890884493
tig00000004	55000	4557	2505.06145827856	5317.03966307816	0.471049788453175	0.240607853534873
tig00000004	65000	7582	3378.9309637731	7334.96559011166	0.46059798431002	0.204476568460071
tig00000004	75000	6679	2363.96101431464	5183.6258938065	0.455955947976613	0.198270779730368
tig00000004	85000	4609	1773.76317432567	3195.84473019671	0.554848084291078	0.228887069480833
tig00000004	95000	5142	2032.77579985804	3708.48083466241	0.547994689947774	0.230586822214609
tig00000004	105000	6136	2392.27124520216	4545.42430223284	0.526187413706035	0.230382996060263
tig00000004	115000	5243	1866.11877431779	3946.03993886232	0.47278943289732	0.200021879574128
tig00000004	125000	3351	1008.75685663021	2728.46811204147	0.369580011643999	0.167554537383088
tig00000004	135000	3899	1526.63983385036	2851.76854066984	0.53514325192744	0.223722601216692
tig00000004	145000	4937	1774.96920842316	3728.62266414141	0.475911202891558	0.215674286902369
tig00000004	155000	4572	1777.49748606657	3518.92067052099	0.50498225739942	0.216074028483193
tig00000004	165000	5588	1888.00324839635	4471.16519138755	0.422167600613735	0.184293064125572
tig00000004	175000	4476	1740.19992014564	3400.66524787347	0.511572948347435	0.219422209119189
tig00000004	185000	5635	1775.39215389873	4910.85136895269	0.361450707796413	0.174940333441774
tig00000004	195000	3246	1073.86839969241	2729.6148657629	0.393269813753977	0.183872836553184
tig00000004	205000	6321	2060.55214029391	6052.05482456139	0.340415244866582	0.165866450586625
tig00000004	215000	3415	1365.41409741574	2423.48993221689	0.563175816600419	0.228461844286873
tig00000004	225000	4637	1700.99126859983	3600.90535951621	0.472247629745689	0.205253177124261
tig00000004	235000	2885	1069.11116186445	2234.67503987241	0.47820508025418	0.207757165237117
tig00000004	245000	3454	1289.73606327883	2673.23664606592	0.482281949570978	0.204943072002883
tig00000004	255000	3442	1314.07828684474	2506.23793195109	0.524113914399079	0.221581331474221
tig00000004	265000	6139	2424.79069614596	4517.68246278572	0.53661453667428	0.221751570595946
tig00000004	275000	7893	3323.52991416482	5639.57744218499	0.589218027450286	0.242888870973122
tig00000004	285000	2073	810.672288238078	1488.9932715311	0.544077818153527	0.224225057368637
tig00000004	295000	8219	3315.7401414375	6156.97766812864	0.538446275730832	0.230839387100923
tig00000004	305000	2371	744.830578960514	2027.14272993089	0.367247614267215	0.181956280098949
tig00000004	315000	7016	2556.55170816027	5576.65521331737	0.458355995554579	0.215620166490013
tig00000004	325000	7387	2703.6581198407	6372.7870647262	0.42418394156957	0.194072662654083
tig00000004	335000	7047	2837.59479500761	5362.52922979796	0.529053664747996	0.227024712880096
tig00000004	345000	8021	3048.23586775068	6745.02590377457	0.451856531716713	0.204828169811289
tig00000004	355000	5142	2027.93850228719	3862.41073564595	0.524908854131485	0.228490391202038
tig00000004	365000	3709	1503.52724413744	2638.9163576555	0.56953593994649	0.243303055302458
tig00000004	375000	7995	3207.14589522319	6393.61192185007	0.501538785217682	0.232033799381856
tig00000004	385000	5946	2227.8677720306	4741.54816254651	0.46976176006494	0.204684559174388
tig00000004	395000	6842	2871.06970003682	5006.19410552896	0.573388935904556	0.242740538136951
tig00000004	405000	7965	3409.3636807272	6096.2667929293	0.559162620976479	0.240133454086647
tig00000004	415000	7977	3036.61495905409	6500.60881180222	0.467055931378368	0.207723338009831
tig00000004	425000	6174	2538.49863951838	4689.43044590646	0.541208033845558	0.236749436997274
tig00000004	435000	7348	3073.34944824911	5660.13202418924	0.542886022639485	0.236726654706732
tig00000004	445000	4207	1742.27963648194	3001.19684011164	0.580334911156974	0.238684111421886
tig00000004	455000	570	264.268999093012	357.98106060606	0.736164182719981	0.276841155105832
tig00000004	465000	61	28.2390734265734	35.6313430356194	0.770899210523471	0.293554253950604
tig00000004	475000	99	41.3916806877333	72.4278841041999	0.563705208078655	0.238294873882942
tig00000004	485000	113	52.2537939034649	68.5789606592238	0.750999920211339	0.287901069650292
tig00000004	495000	951	495.875136376781	922.194198564596	0.537129822899428	0.24156343287075
tig00000004	505000	3985	1751.56144677691	2947.5759735513	0.594036396717738	0.252164392287851
tig00000004	515000	1157	559.715266641254	721.989144736843	0.774168285534884	0.315258926761876
tig00000004	525000	6087	2597.40241830538	4535.55731990964	0.572549233954596	0.245235796550428
tig00000004	535000	4946	2164.19257715969	3479.22957868155	0.621853394504961	0.250739842566709
tig00000004	545000	5223	2189.66532316367	4160.11051302499	0.526221381602254	0.234509966972411
